turbine,issue_time_utc,time_utc,time_local,lead_hours,forecast,p10,p50,p90,wind_speed_100m,ws100_ens_std,temperature_2m
t1,2026-02-10,2026-02-11 23:00:00,2026-02-12 05:00:00,47.0,0.48435289738916765,0.07419949157469717,0.37688551776107776,0.9194607937498281,7.296296296296297,0.04243125643477576,0.9
t1,2026-02-10,2026-02-12 00:00:00,2026-02-12 06:00:00,48.0,0.4139653572925653,0.05768552503531107,0.4120233568507148,0.9082752540181378,8.61111111111111,1.1375330683024039,0.3
t1,2026-02-10,2026-02-12 01:00:00,2026-02-12 07:00:00,49.0,0.26424540615739056,0.025926635391799742,0.22721571262980075,0.7666637956581457,7.527777777777778,1.5562994253146036,0.13333333333333333
t1,2026-02-10,2026-02-12 02:00:00,2026-02-12 08:00:00,50.0,0.15933557451063277,0.009969441057875077,0.07910809524228177,0.6158920462679689,6.583333333333333,2.5410214724509497,0.10000000000000002
t1,2026-02-10,2026-02-12 03:00:00,2026-02-12 09:00:00,51.0,0.13397802396787037,0.006596430111129438,0.05988979999344888,0.5131273168340204,5.527777777777779,2.872415639307493,-0.06666666666666668
t1,2026-02-10,2026-02-12 04:00:00,2026-02-12 10:00:00,52.0,0.10804423833125107,0.00871127879094729,0.04175485760200967,0.3990936569133857,4.5092592592592595,2.500360056376408,0.4000000000000001
t1,2026-02-10,2026-02-12 05:00:00,2026-02-12 11:00:00,53.0,0.08234043710394948,0.008632179081352827,0.02432590599643134,0.31679314111758167,3.7314814814814814,2.9030546562971495,0.8666666666666667
t1,2026-02-10,2026-02-12 06:00:00,2026-02-12 12:00:00,54.0,0.0731480762465403,0.00931081963884888,0.017512563429052323,0.21351995438676882,2.638888888888889,1.9932370223233595,1.7666666666666668
t1,2026-02-10,2026-02-12 07:00:00,2026-02-12 13:00:00,55.0,0.07071293133826786,0.009448330320473323,0.015782178445612888,0.21810891965172022,2.6296296296296298,1.8860954289426055,2.1999999999999997
t1,2026-02-10,2026-02-12 08:00:00,2026-02-12 14:00:00,56.0,0.07100618212751576,0.008495774041345248,0.016235041405610343,0.2157842049806014,2.564814814814815,1.6123877445214994,2.6999999999999997
t1,2026-02-10,2026-02-12 09:00:00,2026-02-12 15:00:00,57.0,0.0773214627074304,0.008423198435469131,0.025486563508558917,0.22741975230038092,2.5740740740740744,0.913434255936187,2.8333333333333335
t1,2026-02-10,2026-02-12 10:00:00,2026-02-12 16:00:00,58.0,0.13074148249898643,0.009478673899682833,0.07416483312797618,0.3558764405975574,2.9537037037037037,0.8307057339761809,2.4
t1,2026-02-10,2026-02-12 11:00:00,2026-02-12 17:00:00,59.0,0.17156704934716452,0.011418999381521952,0.12336382741793246,0.4445171925105971,3.8888888888888893,1.5041095967423206,1.5999999999999999
t1,2026-02-10,2026-02-12 12:00:00,2026-02-12 18:00:00,60.0,0.23150984715517617,0.01322428999942923,0.15380231592568766,0.5513048654718139,5.037037037037037,1.905631139846393,0.5
t1,2026-02-10,2026-02-12 13:00:00,2026-02-12 19:00:00,61.0,0.2614130349713077,0.018320815081507028,0.1805975963291301,0.6271364114473816,5.4259259259259265,2.706635270145704,0.1666666666666667
t1,2026-02-10,2026-02-12 14:00:00,2026-02-12 20:00:00,62.0,0.2728920612759959,0.013591729292019756,0.18450402012553832,0.6474782370381383,5.925925925925927,2.0946605645446326,-0.09999999999999998
t1,2026-02-10,2026-02-12 15:00:00,2026-02-12 21:00:00,63.0,0.25730926272965005,0.02149947312439921,0.17264670219782885,0.6776554209952985,6.361111111111111,1.4632852434517694,-0.2333333333333333
t1,2026-02-10,2026-02-12 16:00:00,2026-02-12 22:00:00,64.0,0.2385264453238085,0.017337203441554202,0.17054855897264448,0.7070116919580083,6.75,1.0485881160098263,-0.5333333333333333
t1,2026-02-10,2026-02-12 17:00:00,2026-02-12 23:00:00,65.0,0.20380333198471837,0.011499955468169367,0.12817494592392664,0.6820470996751941,6.7407407407407405,2.03979190821186,-0.7666666666666666
t1,2026-02-10,2026-02-12 18:00:00,2026-02-13 00:00:00,66.0,0.18465878382361636,0.00926823181330573,0.10345286060285325,0.6169942816812007,5.537037037037037,2.1581623222208055,-0.23333333333333336
t1,2026-02-10,2026-02-12 19:00:00,2026-02-13 01:00:00,67.0,0.16139608740170286,0.008600210656847304,0.08605004017586348,0.502783902119934,5.342592592592593,2.4520609455432454,-0.6666666666666666
t1,2026-02-10,2026-02-12 20:00:00,2026-02-13 02:00:00,68.0,0.15155635588456334,0.008574996734791947,0.05690992826912949,0.4889370688273405,4.601851851851852,2.858862834733232,-1.2999999999999998
t1,2026-02-10,2026-02-12 21:00:00,2026-02-13 03:00:00,69.0,0.11203394212280433,0.009304255883021322,0.017252808890172656,0.38045830585200674,3.6944444444444446,2.7939805225688006,-1.5666666666666667
t1,2026-02-10,2026-02-12 22:00:00,2026-02-13 04:00:00,70.0,0.1023660522950809,0.00930107675992732,0.010306420829407323,0.31889199999620926,3.157407407407407,2.084690915697521,-1.7666666666666666
t1,2026-02-10,2026-02-12 23:00:00,2026-02-13 05:00:00,71.0,0.0719653083051795,0.008956406912233114,0.014050530371760067,0.23790188740555515,2.6666666666666665,2.0367003088692623,-1.9666666666666668
t2,2026-02-10,2026-02-11 00:00:00,2026-02-11 06:00:00,24.0,0.3553503602435032,0.05055093040562305,0.19862903788165848,0.7627852550702279,9.166666666666666,0.5471587667664509,1.9666666666666668
t2,2026-02-10,2026-02-11 01:00:00,2026-02-11 07:00:00,25.0,0.21813856624258493,0.009522712023803033,0.08392304835331377,0.5934015262220315,4.962962962962963,2.798855218652695,0.8666666666666667
t2,2026-02-10,2026-02-11 02:00:00,2026-02-11 08:00:00,26.0,0.168788263661743,0.010760146004247547,0.09018141882420806,0.40891774524562924,4.194444444444445,2.3896962460003466,0.7999999999999999
t2,2026-02-10,2026-02-11 03:00:00,2026-02-11 09:00:00,27.0,0.22338195497058236,0.011539440809024814,0.17248557190652342,0.5775916717929567,4.7592592592592595,3.9162069601506646,1.5666666666666667
t2,2026-02-10,2026-02-11 04:00:00,2026-02-11 10:00:00,28.0,0.2549592723560033,0.02273364235719544,0.1629897990367369,0.6584857293792843,4.8240740740740735,3.4552176207272907,3.5999999999999996
t2,2026-02-10,2026-02-11 05:00:00,2026-02-11 11:00:00,29.0,0.3587409561247771,0.02917728066974533,0.25992394197439755,0.905758151565927,6.527777777777778,3.4695545307683684,6.066666666666666
t2,2026-02-10,2026-02-11 06:00:00,2026-02-11 12:00:00,30.0,0.49493335383134,0.05409391521380222,0.4448467285132733,0.9901164116618181,8.481481481481481,4.934551067592992,7.966666666666666
t2,2026-02-10,2026-02-11 07:00:00,2026-02-11 13:00:00,31.0,0.42853157685694265,0.028363706952640674,0.3972452436359014,0.9105641543498079,9.25,7.523266380837319,9.066666666666668
t2,2026-02-10,2026-02-11 08:00:00,2026-02-11 14:00:00,32.0,0.38519711813687413,0.016087391394969678,0.2909491019975089,0.8726850877355968,7.666666666666667,7.773609994441386,9.9
t2,2026-02-10,2026-02-11 09:00:00,2026-02-11 15:00:00,33.0,0.3777342354339299,0.01897406011542783,0.28833526262432435,0.8935890317778312,5.842592592592593,5.953545300582715,9.566666666666666
t2,2026-02-10,2026-02-11 10:00:00,2026-02-11 16:00:00,34.0,0.6168194854618085,0.07831466781752368,0.5295777358282538,0.9615104880515623,7.046296296296298,2.331072537900684,8.833333333333334
t2,2026-02-10,2026-02-11 11:00:00,2026-02-11 17:00:00,35.0,0.6972451368397862,0.24806149721228143,0.7125371624577396,0.9777053261580549,8.694444444444445,4.462117639323339,6.333333333333333
t2,2026-02-10,2026-02-11 12:00:00,2026-02-11 18:00:00,36.0,0.8647212254435486,0.44205310269283704,0.889768466494765,0.9815492741535707,10.972222222222223,5.087430043199066,4.5
t2,2026-02-10,2026-02-11 13:00:00,2026-02-11 19:00:00,37.0,0.883633423737798,0.5654571321949671,0.934563890168287,0.9759291137273679,13.453703703703704,3.7930993765861762,3.2999999999999994
t2,2026-02-10,2026-02-11 14:00:00,2026-02-11 20:00:00,38.0,0.9043917639229223,0.6607611218222106,0.9524058549693514,0.9764361062124272,14.509259259259261,2.463049984538974,2.5666666666666664
t2,2026-02-10,2026-02-11 15:00:00,2026-02-11 21:00:00,39.0,0.8307343393418453,0.5786329860406484,0.9086111798696427,0.9770035341957441,14.129629629629628,2.0196437570397903,1.9666666666666668
t2,2026-02-10,2026-02-11 16:00:00,2026-02-11 22:00:00,40.0,0.7703536564004867,0.41251637413368125,0.8418857638651508,0.980427057851997,12.444444444444445,1.7801633300013462,1.6333333333333335
t2,2026-02-10,2026-02-11 17:00:00,2026-02-11 23:00:00,41.0,0.7184392978200427,0.3422214364677503,0.7644104075643868,0.9861390540518886,10.870370370370372,1.5677432602442125,1.5999999999999999
t2,2026-02-10,2026-02-11 18:00:00,2026-02-12 00:00:00,42.0,0.6373495101505767,0.1588361921303639,0.6087325662705119,0.9731055960460068,8.527777777777779,1.4690742024641499,1.1
t2,2026-02-10,2026-02-11 19:00:00,2026-02-12 01:00:00,43.0,0.655874333882071,0.17758352026769153,0.6209904111456116,0.9894364737164001,8.685185185185185,1.881179802294207,1.1333333333333333
t2,2026-02-10,2026-02-11 20:00:00,2026-02-12 02:00:00,44.0,0.6032846397583252,0.17154261872125212,0.5699777328228391,0.9824762708877268,9.564814814814815,2.6254531256958935,1.0999999999999999
t2,2026-02-10,2026-02-11 21:00:00,2026-02-12 03:00:00,45.0,0.5553542630716485,0.09737764878256434,0.4721580703224555,0.9577291522879694,9.120370370370372,2.4200699748411356,0.9666666666666667
t2,2026-02-10,2026-02-11 22:00:00,2026-02-12 04:00:00,46.0,0.48929784336976695,0.07898229956156107,0.42845111835090005,0.9031631192123684,8.342592592592593,1.6235946756447235,0.9333333333333332
t2,2026-02-10,2026-02-11 23:00:00,2026-02-12 05:00:00,47.0,0.48435289738916765,0.0729459511197651,0.37688551776107776,0.9195622595449976,7.296296296296297,0.04243125643477576,0.9
t2,2026-02-10,2026-02-12 00:00:00,2026-02-12 06:00:00,48.0,0.4139653572925653,0.052166871713221145,0.4120233568507148,0.9082752540181378,8.61111111111111,1.1375330683024039,0.3
t2,2026-02-10,2026-02-12 01:00:00,2026-02-12 07:00:00,49.0,0.26424540615739056,0.02463725064830301,0.22721571262980075,0.7666637956581457,7.527777777777778,1.5562994253146036,0.13333333333333333
t2,2026-02-10,2026-02-12 02:00:00,2026-02-12 08:00:00,50.0,0.15933557451063277,0.007026392516459301,0.07910809524228177,0.6158920462679689,6.583333333333333,2.5410214724509497,0.10000000000000002
t2,2026-02-10,2026-02-12 03:00:00,2026-02-12 09:00:00,51.0,0.13397802396787037,0.004189582517910359,0.05988979999344888,0.5131273168340204,5.527777777777779,2.872415639307493,-0.06666666666666668
t2,2026-02-10,2026-02-12 04:00:00,2026-02-12 10:00:00,52.0,0.10804423833125107,0.006901330857871174,0.04175485760200967,0.3990936569133857,4.5092592592592595,2.500360056376408,0.4000000000000001
t2,2026-02-10,2026-02-12 05:00:00,2026-02-12 11:00:00,53.0,0.08234043710394948,0.007310144580484095,0.02432590599643134,0.31679314111758167,3.7314814814814814,2.9030546562971495,0.8666666666666667
t2,2026-02-10,2026-02-12 06:00:00,2026-02-12 12:00:00,54.0,0.0731480762465403,0.00813568310617746,0.017512563429052323,0.21351995438676882,2.638888888888889,1.9932370223233595,1.7666666666666668
t2,2026-02-10,2026-02-12 07:00:00,2026-02-12 13:00:00,55.0,0.07071293133826786,0.008319020270356092,0.015782178445612888,0.21810891965172022,2.6296296296296298,1.8860954289426055,2.1999999999999997
t2,2026-02-10,2026-02-12 08:00:00,2026-02-12 14:00:00,56.0,0.07100618212751576,0.007475100566060326,0.016235041405610343,0.2157842049806014,2.564814814814815,1.6123877445214994,2.6999999999999997
t2,2026-02-10,2026-02-12 09:00:00,2026-02-12 15:00:00,57.0,0.0773214627074304,0.007304495511424496,0.025486563508558917,0.22741975230038092,2.5740740740740744,0.913434255936187,2.8333333333333335
t2,2026-02-10,2026-02-12 10:00:00,2026-02-12 16:00:00,58.0,0.13074148249898643,0.008486881008343546,0.07416483312797618,0.3558764405975574,2.9537037037037037,0.8307057339761809,2.4
t2,2026-02-10,2026-02-12 11:00:00,2026-02-12 17:00:00,59.0,0.17156704934716452,0.009664652563606666,0.12336382741793246,0.4445171925105971,3.8888888888888893,1.5041095967423206,1.5999999999999999
t2,2026-02-10,2026-02-12 12:00:00,2026-02-12 18:00:00,60.0,0.23150984715517617,0.010493083381305097,0.15380231592568766,0.5513048654718139,5.037037037037037,1.905631139846393,0.5
t2,2026-02-10,2026-02-12 13:00:00,2026-02-12 19:00:00,61.0,0.2614130349713077,0.01429203510534368,0.1805975963291301,0.6271364114473816,5.4259259259259265,2.706635270145704,0.1666666666666667
t2,2026-02-10,2026-02-12 14:00:00,2026-02-12 20:00:00,62.0,0.2728920612759959,0.009145861914429483,0.18450402012553832,0.6474782370381383,5.925925925925927,2.0946605645446326,-0.09999999999999998
t2,2026-02-10,2026-02-12 15:00:00,2026-02-12 21:00:00,63.0,0.25730926272965005,0.015990365072730755,0.17264670219782885,0.6776554209952985,6.361111111111111,1.4632852434517694,-0.2333333333333333
t2,2026-02-10,2026-02-12 16:00:00,2026-02-12 22:00:00,64.0,0.2385264453238085,0.013837034718605567,0.17054855897264448,0.7070116919580083,6.75,1.0485881160098263,-0.5333333333333333
t2,2026-02-10,2026-02-12 17:00:00,2026-02-12 23:00:00,65.0,0.20380333198471837,0.008502480542580805,0.12817494592392664,0.6820470996751941,6.7407407407407405,2.03979190821186,-0.7666666666666666
t2,2026-02-10,2026-02-12 18:00:00,2026-02-13 00:00:00,66.0,0.18465878382361636,0.0076032779816639865,0.10345286060285325,0.6169942816812007,5.537037037037037,2.1581623222208055,-0.23333333333333336
t2,2026-02-10,2026-02-12 19:00:00,2026-02-13 01:00:00,67.0,0.16139608740170286,0.006239073654995334,0.08605004017586348,0.502783902119934,5.342592592592593,2.4520609455432454,-0.6666666666666666
t2,2026-02-10,2026-02-12 20:00:00,2026-02-13 02:00:00,68.0,0.15155635588456334,0.006691945855133832,0.05690992826912949,0.4889370688273405,4.601851851851852,2.858862834733232,-1.2999999999999998
t2,2026-02-10,2026-02-12 21:00:00,2026-02-13 03:00:00,69.0,0.11203394212280433,0.008182720096106284,0.017252808890172656,0.38045830585200674,3.6944444444444446,2.7939805225688006,-1.5666666666666667
t2,2026-02-10,2026-02-12 22:00:00,2026-02-13 04:00:00,70.0,0.1023660522950809,0.00824806761502951,0.010306420829407323,0.31889199999620926,3.157407407407407,2.084690915697521,-1.7666666666666666
t2,2026-02-10,2026-02-12 23:00:00,2026-02-13 05:00:00,71.0,0.0719653083051795,0.007911526670277667,0.014050530371760067,0.23790188740555515,2.6666666666666665,2.0367003088692623,-1.9666666666666668
