turbine,policy,issue_date,issue_time_utc,issue_time_local,time_utc,time_local,horizon_day,lead_hours,nwp_lead_hours,forecast,p10,p50,p90,wind_speed_100m,ws100_ens_std,temperature_2m,power
t1,rolling,2025-10-01,2025-10-01 18:00:00,2025-10-02,2025-10-02 04:00:00,2025-10-02 10:00:00,1,10.0,24.0,0.09897494023572381,0.028311534647017394,0.04521095193082368,0.28358199332463985,0.8425925925925926,0.8838107258779759,8.7,0.17166666666666666
t1,rolling,2025-10-01,2025-10-01 18:00:00,2025-10-02,2025-10-02 05:00:00,2025-10-02 11:00:00,1,11.0,24.0,0.1012644018068606,0.027088979216587226,0.05134766914889762,0.2912529300291369,1.1851851851851851,0.6862479245810289,9.700000000000001,0.19999999999999998
t1,rolling,2025-10-01,2025-10-01 18:00:00,2025-10-02,2025-10-02 06:00:00,2025-10-02 12:00:00,1,12.0,24.0,0.12935154449706376,0.02611096515183379,0.06209703299270314,0.3244876907734764,2.7314814814814823,0.40285759107050184,10.966666666666669,0.26333333333333336
t1,rolling,2025-10-01,2025-10-01 18:00:00,2025-10-02,2025-10-02 07:00:00,2025-10-02 13:00:00,1,13.0,24.0,0.1329496921222939,0.026556922973080124,0.055310854475061275,0.3089003839317168,2.814814814814815,0.5842145020128653,12.233333333333334,0.43
t1,rolling,2025-10-01,2025-10-01 18:00:00,2025-10-02,2025-10-02 08:00:00,2025-10-02 14:00:00,1,14.0,24.0,0.12826282544232886,0.027351899573921534,0.04992927116079471,0.3063903931784252,2.5,0.5299662230094143,13.200000000000001,0.62
t1,rolling,2025-10-01,2025-10-01 18:00:00,2025-10-02,2025-10-02 09:00:00,2025-10-02 15:00:00,1,15.0,24.0,0.11922423047955719,0.027593046253399603,0.04755367846212291,0.3011647112281941,2.0648148148148144,1.0154414799371527,13.833333333333334,0.8033333333333333
t1,rolling,2025-10-01,2025-10-01 18:00:00,2025-10-02,2025-10-02 10:00:00,2025-10-02 16:00:00,1,16.0,24.0,0.11818242725042045,0.02735452447065255,0.04827892035949966,0.3453224567654144,2.064814814814815,1.5792670331960703,13.9,0.8983333333333333
t1,rolling,2025-10-01,2025-10-01 18:00:00,2025-10-02,2025-10-02 11:00:00,2025-10-02 17:00:00,1,17.0,24.0,0.16110268280634582,0.021311354461255316,0.0866101870929558,0.4591975336984631,2.305555555555556,2.155061512685146,13.633333333333333,0.965
t1,rolling,2025-10-01,2025-10-01 18:00:00,2025-10-02,2025-10-02 12:00:00,2025-10-02 18:00:00,1,18.0,24.0,0.23135443338093603,0.008303805206931025,0.17424634866739716,0.5410986157881811,4.12962962962963,1.4219219879858724,12.799999999999999,0.9766666666666666
t1,rolling,2025-10-01,2025-10-01 18:00:00,2025-10-02,2025-10-02 13:00:00,2025-10-02 19:00:00,1,19.0,24.0,0.3093942674299766,0.0,0.25284661306991607,0.6972393646716344,5.12962962962963,1.3200534656836345,11.799999999999999,0.79
t1,rolling,2025-10-01,2025-10-01 18:00:00,2025-10-02,2025-10-02 14:00:00,2025-10-02 20:00:00,1,20.0,24.0,0.39237461077178565,0.006399531345331333,0.2889547730197231,0.7797405640265211,5.981481481481481,1.1400175076267347,11.033333333333333,0.6699999999999999
t1,rolling,2025-10-01,2025-10-01 18:00:00,2025-10-02,2025-10-02 15:00:00,2025-10-02 21:00:00,1,21.0,24.0,0.4177487518048294,0.032631630954369384,0.30070527763947275,0.8066486337218006,6.453703703703703,0.9478424709804046,10.333333333333332,0.6216666666666667
t1,rolling,2025-10-01,2025-10-01 18:00:00,2025-10-02,2025-10-02 16:00:00,2025-10-02 22:00:00,1,22.0,24.0,0.4064684728944383,0.023988512772031623,0.3479464233568726,0.7945000127421976,6.648148148148148,0.8194836776546476,9.733333333333334,0.5966666666666667
t1,rolling,2025-10-01,2025-10-01 18:00:00,2025-10-02,2025-10-02 17:00:00,2025-10-02 23:00:00,1,23.0,24.0,0.3312061425832888,0.02221799792583365,0.23668472738006355,0.7787114404972585,7.222222222222224,1.5988518256842401,9.166666666666666,0.4083333333333334
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-02 18:00:00,2025-10-03 00:00:00,1,0.0,24.0,0.4498245580127351,0.0,0.3880775200852128,1.0,8.175925925925926,2.404396265006447,8.666666666666666,0.15
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-02 19:00:00,2025-10-03 01:00:00,1,1.0,24.0,0.3816064689395544,0.0,0.3196219969055092,0.968135135171276,7.787037037037037,2.291007200287583,8.1,0.22999999999999998
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-02 20:00:00,2025-10-03 02:00:00,1,2.0,24.0,0.3463059818349715,0.0,0.2788754212967933,0.906017103948085,7.240740740740741,2.1317219994942045,7.666666666666667,0.4183333333333333
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-02 21:00:00,2025-10-03 03:00:00,1,3.0,24.0,0.23375747386271983,0.0032587418760990083,0.15539042314872328,0.7424081952398163,6.453703703703705,1.784996916459395,7.233333333333333,0.1416666666666667
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-02 22:00:00,2025-10-03 04:00:00,1,4.0,24.0,0.19117891813605203,0.01661168349634913,0.11791067854178346,0.6384212665831251,5.685185185185186,1.5476817922432091,6.866666666666666,0.105
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-02 23:00:00,2025-10-03 05:00:00,1,5.0,24.0,0.14484005292819313,0.024749872729407443,0.09446803954598057,0.4675126148068385,5.129629629629631,1.9460971812021948,6.666666666666667,0.051666666666666666
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-03 00:00:00,2025-10-03 06:00:00,1,6.0,24.0,0.12322073805996515,0.03268559351540014,0.07734585212299336,0.40719493759684955,3.6388888888888893,1.8068371519943802,7.066666666666666,0.028333333333333335
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-03 01:00:00,2025-10-03 07:00:00,1,7.0,24.0,0.10892024070952688,0.03963951021640162,0.060887493114074195,0.3279868603467662,3.0,1.4632852434517698,7.166666666666667,0.01
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-03 02:00:00,2025-10-03 08:00:00,1,8.0,24.0,0.109408885453787,0.042027218605618075,0.058056986361871205,0.3253544252617576,1.9814814814814816,1.081670138288861,8.166666666666666,0.01
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-03 03:00:00,2025-10-03 09:00:00,1,9.0,24.0,0.1080138048855185,0.04207290064147474,0.057564916298493814,0.3224604423610394,1.3518518518518519,1.013159301170021,9.566666666666668,0.01
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-03 04:00:00,2025-10-03 10:00:00,1,10.0,24.0,0.11000964260000058,0.04268619591497061,0.055762080909649785,0.31924622831712773,1.2685185185185184,0.43597249507383534,11.200000000000001,
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-03 05:00:00,2025-10-03 11:00:00,1,11.0,24.0,0.12566477848472685,0.04228818557274654,0.05717890590327626,0.35813757218551334,1.8888888888888886,0.6130021247420531,12.966666666666669,
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-03 06:00:00,2025-10-03 12:00:00,1,12.0,24.0,0.1482558476298182,0.030778488651854286,0.08445440420647332,0.4024184016010816,2.5185185185185186,1.1578147431363397,14.533333333333333,
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-03 07:00:00,2025-10-03 13:00:00,1,13.0,24.0,0.19655886867903444,0.013437922449832135,0.13618328624625517,0.5132907658249501,3.6018518518518525,1.2878028630158305,15.533333333333333,
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-03 08:00:00,2025-10-03 14:00:00,1,14.0,24.0,0.23608798489885352,0.008175366181216975,0.16920020570013472,0.6087354414362718,4.601851851851852,1.5491767360991395,16.2,
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-03 09:00:00,2025-10-03 15:00:00,1,15.0,24.0,0.2908345807816721,0.0,0.26394863739816316,0.803466934467219,5.546296296296298,1.5258405226010758,16.566666666666666,
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-03 10:00:00,2025-10-03 16:00:00,1,16.0,24.0,0.3365013093282387,0.0,0.3076992367932097,0.8869642148427164,6.2407407407407405,1.5551421408312815,16.3,
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-03 11:00:00,2025-10-03 17:00:00,1,17.0,24.0,0.34295837087295256,0.002414196139209901,0.3189973778742741,0.9098954372632639,6.962962962962962,1.4657439577887532,15.566666666666668,
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-03 12:00:00,2025-10-03 18:00:00,1,18.0,24.0,0.3210701492672425,0.001051418955404393,0.29525966803230247,0.9152851334079835,6.935185185185186,1.5062455710024871,14.633333333333333,
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-03 13:00:00,2025-10-03 19:00:00,1,19.0,24.0,0.3767002861335267,0.0,0.35272977944595896,0.877736664714368,6.9907407407407405,0.6806027950347058,13.166666666666666,
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-03 14:00:00,2025-10-03 20:00:00,1,20.0,24.0,0.3189718008783186,0.0,0.24959902967040726,0.7947269063635185,6.277777777777779,0.8226162719422695,12.166666666666666,
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-03 15:00:00,2025-10-03 21:00:00,1,21.0,24.0,0.22809959637444033,0.0,0.19099022755064238,0.6142864149462361,5.3240740740740735,0.9189085939935623,11.466666666666667,
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-03 16:00:00,2025-10-03 22:00:00,1,22.0,24.0,0.13789761711104445,0.028284505328564698,0.08830910243575639,0.37572055469004506,4.083333333333333,0.8141306049862691,11.033333333333331,
t1,rolling,2025-10-02,2025-10-02 18:00:00,2025-10-03,2025-10-03 17:00:00,2025-10-03 23:00:00,1,23.0,24.0,0.1194751601817463,0.039234018889075975,0.06395555675102332,0.3845444888704202,2.564814814814815,0.699058744006551,10.566666666666666,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-03 18:00:00,2025-10-04 00:00:00,1,0.0,24.0,0.10681773750618778,0.049666034583530236,0.0630112088544532,0.2968612548996636,1.0833333333333333,0.5099322152968284,9.5,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-03 19:00:00,2025-10-04 01:00:00,1,1.0,24.0,0.11293679608538942,0.04638064561768214,0.06927994088822974,0.3358564308207991,1.0462962962962963,1.285704079259247,9.166666666666666,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-03 20:00:00,2025-10-04 02:00:00,1,2.0,24.0,0.14051115472240516,0.034225292570492394,0.0948895012983779,0.4047563120539182,2.3703703703703702,1.3795053386717533,8.833333333333334,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-03 21:00:00,2025-10-04 03:00:00,1,3.0,24.0,0.1952862016198251,0.006322467231789836,0.15173934131519792,0.5887341457315348,3.824074074074074,1.215363753572544,8.633333333333333,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-03 22:00:00,2025-10-04 04:00:00,1,4.0,24.0,0.2440441358235066,0.0,0.20381008651872945,0.7891642565468862,5.490740740740741,1.0127784380648377,8.366666666666667,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-03 23:00:00,2025-10-04 05:00:00,1,5.0,24.0,0.31882146857774624,0.0,0.2627422801955723,0.9260332532517719,6.7407407407407405,0.7245333392403569,8.1,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-04 00:00:00,2025-10-04 06:00:00,1,6.0,24.0,0.34372257041497944,0.0,0.3087344702517247,0.9687446828740638,7.518518518518518,1.4704741543744067,8.133333333333333,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-04 01:00:00,2025-10-04 07:00:00,1,7.0,24.0,0.35894494911119385,0.01801710097412995,0.29439740139993414,1.0,7.685185185185186,1.6439031892034424,8.033333333333333,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-04 02:00:00,2025-10-04 08:00:00,1,8.0,24.0,0.3949258833398731,0.007275979861962878,0.30755981746385697,1.0,7.416666666666668,1.3439967114892166,8.933333333333332,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-04 03:00:00,2025-10-04 09:00:00,1,9.0,24.0,0.5682992615219551,0.0,0.5015817923239141,1.0,7.546296296296297,1.0237659438655549,10.633333333333333,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-04 04:00:00,2025-10-04 10:00:00,1,10.0,24.0,0.4692980530031,0.0,0.42400362168999745,1.0,7.305555555555556,1.647341667020304,12.4,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-04 05:00:00,2025-10-04 11:00:00,1,11.0,24.0,0.47463835712694613,0.0,0.37872251711055577,1.0,7.203703703703705,1.434079621966618,14.100000000000001,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-04 06:00:00,2025-10-04 12:00:00,1,12.0,24.0,0.3934889906375578,0.011227903874564238,0.2723500833890825,1.0,7.0092592592592595,0.8741545003802125,15.466666666666667,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-04 07:00:00,2025-10-04 13:00:00,1,13.0,24.0,0.22444404508820565,0.02751203006495484,0.1233919560722403,0.7674117806483144,5.3240740740740735,0.6433019886178425,16.599999999999998,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-04 08:00:00,2025-10-04 14:00:00,1,14.0,24.0,0.1332256306564218,0.04133631558274444,0.08290147095374407,0.3827736126927208,3.0092592592592595,0.6946296049448537,17.5,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-04 09:00:00,2025-10-04 15:00:00,1,15.0,24.0,0.17130155394658506,0.02885308060458658,0.0983923183608704,0.5483475855017459,0.75,0.1388888888888889,17.933333333333334,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-04 10:00:00,2025-10-04 16:00:00,1,16.0,24.0,0.25800038620677557,0.0,0.20484709658095,0.7132324886671538,3.1944444444444446,0.05555555555555536,17.900000000000002,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-04 11:00:00,2025-10-04 17:00:00,1,17.0,24.0,0.36702152183253783,0.0,0.3348201496329294,0.9096607380688342,6.37962962962963,0.6828664469441589,17.26666666666667,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-04 12:00:00,2025-10-04 18:00:00,1,18.0,24.0,0.4915584572812091,0.0,0.4795674594768718,1.0,8.0,1.0551899951790318,16.03333333333333,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-04 13:00:00,2025-10-04 19:00:00,1,19.0,24.0,0.575644554357845,0.0,0.5601164372806123,1.0,9.055555555555555,0.5548606765399489,14.5,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-04 14:00:00,2025-10-04 20:00:00,1,20.0,24.0,0.6311056865436121,0.0,0.6441435200979847,1.0,8.583333333333334,0.173472166622178,13.433333333333332,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-04 15:00:00,2025-10-04 21:00:00,1,21.0,24.0,0.5952899441113505,0.0,0.5684201950887086,1.0,7.648148148148149,0.63727654842851,12.699999999999998,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-04 16:00:00,2025-10-04 22:00:00,1,22.0,24.0,0.565407573263835,0.0,0.5334635637096063,1.0,7.0740740740740735,0.6771931297491317,12.1,
t1,rolling,2025-10-03,2025-10-03 18:00:00,2025-10-04,2025-10-04 17:00:00,2025-10-04 23:00:00,1,23.0,24.0,0.6448544071737986,0.0,0.5956753796866644,1.0,6.8055555555555545,0.5576349972190202,11.566666666666668,
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-04 18:00:00,2025-10-05 00:00:00,1,0.0,24.0,0.6677341536681836,0.0,0.6280265073500797,1.0,7.6759259259259265,1.2501028764250124,11.066666666666668,
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-04 19:00:00,2025-10-05 01:00:00,1,1.0,24.0,0.7226528234244567,0.14350603323674904,0.6691600551083607,1.0,8.546296296296296,1.2626927591917307,10.866666666666665,
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-04 20:00:00,2025-10-05 02:00:00,1,2.0,24.0,0.7815803226353536,0.24877923867147544,0.7709842885041402,1.0,9.592592592592593,0.9663845906028988,10.733333333333334,
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-04 21:00:00,2025-10-05 03:00:00,1,3.0,24.0,0.8141387663178778,0.3062468548673033,0.8015827639596969,1.0,10.231481481481483,0.5894738534221116,10.533333333333333,
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-04 22:00:00,2025-10-05 04:00:00,1,4.0,24.0,0.8717987995281146,0.3914301057720502,0.8800775512353266,1.0,10.361111111111112,0.68211273098937,10.000000000000002,
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-04 23:00:00,2025-10-05 05:00:00,1,5.0,24.0,0.8558131336329247,0.363983846159745,0.8790951043291785,1.0,10.546296296296298,0.9486561862291215,9.466666666666667,
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-05 00:00:00,2025-10-05 06:00:00,1,6.0,24.0,0.8449399376206097,0.35861201972432677,0.8625297444650429,1.0,10.435185185185185,0.6946296049448537,9.233333333333333,
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-05 01:00:00,2025-10-05 07:00:00,1,7.0,24.0,0.7909822176271141,0.3310612407070127,0.8327196478639828,1.0,10.212962962962964,0.6188483263521087,9.1,
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-05 02:00:00,2025-10-05 08:00:00,1,8.0,24.0,0.8334452509737178,0.3175425334035752,0.8240705821440298,1.0,9.88888888888889,0.5299662230094139,9.666666666666668,
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-05 03:00:00,2025-10-05 09:00:00,1,9.0,24.0,0.7191249553270038,0.3268359616921123,0.7010882211802654,1.0,9.40740740740741,1.1501252391994623,10.766666666666666,
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-05 04:00:00,2025-10-05 10:00:00,1,10.0,24.0,0.6753082006024648,0.31298823202103165,0.6985787941977447,1.0,9.50925925925926,1.1263994496467968,12.0,
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-05 05:00:00,2025-10-05 11:00:00,1,11.0,24.0,0.7812629256241271,0.38313996792696736,0.7963480858109355,1.0,9.86111111111111,0.7222222222222223,13.333333333333334,
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-05 06:00:00,2025-10-05 12:00:00,1,12.0,24.0,0.8794746278461358,0.4285024816726478,0.9308833801638413,1.0,10.388888888888888,0.9444444444444446,14.5,
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-05 07:00:00,2025-10-05 13:00:00,1,13.0,24.0,0.8930170017861372,0.48839281474962265,0.9508483990927058,1.0,10.898148148148147,0.6674378255903743,15.166666666666666,
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-05 08:00:00,2025-10-05 14:00:00,1,14.0,24.0,0.9069602869935349,0.5115312860152013,0.9524276530237666,1.0,11.527777777777777,0.8141306049862691,15.466666666666669,0.9866666666666667
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-05 09:00:00,2025-10-05 15:00:00,1,15.0,24.0,0.9033796974337042,0.5149986040517618,0.9606952218172097,1.0,12.0,1.1794929858645642,15.433333333333332,0.9833333333333334
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-05 10:00:00,2025-10-05 16:00:00,1,16.0,24.0,0.9059855957754409,0.5760301500989752,0.9651914475795857,1.0,12.027777777777779,1.4821468413282335,15.066666666666668,0.9866666666666667
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-05 11:00:00,2025-10-05 17:00:00,1,17.0,24.0,0.8704344600977704,0.550267982795658,0.9195190958425563,1.0,11.537037037037038,1.27968858737524,14.366666666666667,0.91
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-05 12:00:00,2025-10-05 18:00:00,1,18.0,24.0,0.8186005500864633,0.5104369039611931,0.8450723807187461,1.0,10.90740740740741,1.1667768907367004,13.433333333333332,0.47
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-05 13:00:00,2025-10-05 19:00:00,1,19.0,24.0,0.8199442366563728,0.517657431646134,0.8169162906790425,1.0,10.712962962962964,1.178947706844222,11.933333333333332,0.49833333333333335
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-05 14:00:00,2025-10-05 20:00:00,1,20.0,24.0,0.8563809516145632,0.4400960862084176,0.8930541963205043,1.0,10.129629629629632,1.129819352616746,10.633333333333333,0.7933333333333333
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-05 15:00:00,2025-10-05 21:00:00,1,21.0,24.0,0.8650931948734797,0.38003050520916193,0.9101943861022956,1.0,9.990740740740742,1.1948750300548423,9.566666666666666,0.935
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-05 16:00:00,2025-10-05 22:00:00,1,22.0,24.0,0.8516673348840904,0.3811224479373262,0.8801617823541779,1.0,10.638888888888888,1.5937764764201174,8.700000000000001,0.9083333333333333
t1,rolling,2025-10-04,2025-10-04 18:00:00,2025-10-05,2025-10-05 17:00:00,2025-10-05 23:00:00,1,23.0,24.0,0.8115431061315506,0.3131224010564694,0.8469002969791329,1.0,10.90740740740741,1.8066947972845278,8.0,0.8450000000000001
t1,rolling,2025-10-05,2025-10-05 18:00:00,2025-10-06,2025-10-05 18:00:00,2025-10-06 00:00:00,1,0.0,24.0,0.7019087547708389,0.12299584062275704,0.7239192410809239,1.0,10.435185185185183,1.6791967264411083,7.133333333333334,0.81
t1,rolling,2025-10-05,2025-10-05 18:00:00,2025-10-06,2025-10-05 19:00:00,2025-10-06 01:00:00,1,1.0,24.0,0.610088226564386,0.001381011600980142,0.5848510697316998,1.0,9.416666666666666,1.7402727897418988,6.5,0.6633333333333333
t1,rolling,2025-10-05,2025-10-05 18:00:00,2025-10-06,2025-10-05 20:00:00,2025-10-06 02:00:00,1,2.0,24.0,0.44943737899312225,0.0,0.4442266469700342,1.0,8.287037037037038,1.6972502573910517,5.8,0.26666666666666666
t1,rolling,2025-10-05,2025-10-05 18:00:00,2025-10-06,2025-10-05 21:00:00,2025-10-06 03:00:00,1,3.0,24.0,0.3736627880768073,0.0,0.342671057335265,1.0,7.314814814814816,1.379505338671753,5.0,0.11666666666666665
t1,rolling,2025-10-05,2025-10-05 18:00:00,2025-10-06,2025-10-05 22:00:00,2025-10-06 04:00:00,1,4.0,24.0,0.3183493738032011,0.0,0.2233479080675615,1.0,6.148148148148149,1.1366282894212854,4.266666666666667,0.11
t1,rolling,2025-10-05,2025-10-05 18:00:00,2025-10-06,2025-10-05 23:00:00,2025-10-06 05:00:00,1,5.0,24.0,0.2331703685981989,0.0,0.18998242244591715,0.7882792338018865,5.2592592592592595,0.8190127550924441,3.5666666666666664,0.09666666666666666
t1,rolling,2025-10-05,2025-10-05 18:00:00,2025-10-06,2025-10-06 00:00:00,2025-10-06 06:00:00,1,6.0,24.0,0.17768776352617546,0.0,0.16228892241373682,0.5029737351834578,4.638888888888889,0.9345891022922624,3.233333333333334,0.12666666666666668
t1,rolling,2025-10-05,2025-10-05 18:00:00,2025-10-06,2025-10-06 01:00:00,2025-10-06 07:00:00,1,7.0,24.0,0.13879925891865255,0.02383952173816807,0.11402893981546977,0.41386256517481534,3.8055555555555554,0.4330127018922191,3.1999999999999997,0.10333333333333333
t1,rolling,2025-10-05,2025-10-05 18:00:00,2025-10-06,2025-10-06 02:00:00,2025-10-06 08:00:00,1,8.0,24.0,0.12456324242684744,0.04824087644666254,0.06810177814689097,0.37346566551999894,2.7037037037037037,0.2944095017700861,4.133333333333334,0.02666666666666667
