feature,all_missing_pct,training_missing_pct,competition_missing_pct
ecmwf_wind_rmse_30d,35.086709637814614,3.3688355580360603,0.0
ecmwf_wind_rmse_90d,33.6134131368938,3.2231059020510675,0.0
ecmwf_wind_bias_7d,38.02946593001841,3.3688355580360603,73.06547619047619
ecmwf_wind_bias_30d,35.086709637814614,3.3688355580360603,0.0
ecmwf_wind_bias_90d,33.6134131368938,3.2231059020510675,0.0
ecmwf_wind_n_7d,0.0,0.0,0.0
ecmwf_wind_n_30d,0.0,0.0,0.0
ecmwf_wind_n_90d,0.0,0.0,0.0
ecmwf_temperature_mae_7d,35.0828729281768,0.14572965598499296,73.06547619047619
ecmwf_temperature_mae_30d,32.14011663597299,0.14572965598499296,0.0
ecmwf_temperature_mae_90d,30.66682013505218,0.0,0.0
ecmwf_temperature_rmse_7d,35.0828729281768,0.14572965598499296,73.06547619047619
ecmwf_temperature_rmse_30d,32.14011663597299,0.14572965598499296,0.0
ecmwf_temperature_rmse_90d,30.66682013505218,0.0,0.0
ecmwf_temperature_bias_7d,35.0828729281768,0.14572965598499296,73.06547619047619
ecmwf_temperature_bias_30d,32.14011663597299,0.14572965598499296,0.0
ecmwf_temperature_bias_90d,30.66682013505218,0.0,0.0
ecmwf_temperature_n_7d,0.0,0.0,0.0
ecmwf_temperature_n_30d,0.0,0.0,0.0
ecmwf_temperature_n_90d,0.0,0.0,0.0
gfs_wind_speed_10m,29.024708410067525,0.0,0.0
gfs_wind_speed_10m_valid,0.0,0.0,0.0
gfs_wind_speed_100m,31.579957028852057,0.0,0.0
gfs_wind_speed_100m_valid,0.0,0.0,0.0
gfs_wind_direction_10m,29.024708410067525,0.0,0.0
gfs_wind_direction_10m_valid,0.0,0.0,0.0
gfs_wind_direction_100m,31.579957028852057,0.0,0.0
gfs_wind_direction_100m_valid,0.0,0.0,0.0
gfs_temperature_2m,1.9337016574585635,0.0,0.0
gfs_temperature_2m_valid,0.0,0.0,0.0
gfs_surface_pressure,29.024708410067525,0.0,0.0
gfs_surface_pressure_valid,0.0,0.0,0.0
gfs_relative_humidity_2m,29.024708410067525,0.0,0.0
gfs_relative_humidity_2m_valid,0.0,0.0,0.0
gfs_wind_gusts_10m,29.024708410067525,0.0,0.0
gfs_wind_gusts_10m_valid,0.0,0.0,0.0
gfs_available,0.0,0.0,0.0
gfs_quality_ok,0.0,0.0,0.0
gfs_missing_values_count,0.0,0.0,0.0
gfs_impossible_values_count,0.0,0.0,0.0
gfs_partial_coverage,0.0,0.0,0.0
gfs_api_error,0.0,0.0,0.0
gfs_missing_target_hour,0.0,0.0,0.0
gfs_weight,0.0,0.0,0.0
gfs_temperature_weight,0.0,0.0,0.0
gfs_wind_mae_7d,36.21086556169429,0.4294373905089686,73.06547619047619
gfs_wind_mae_30d,33.26810926949049,0.4294373905089686,0.0
gfs_wind_mae_90d,31.794812768569674,0.28370773452397563,0.0
gfs_wind_rmse_7d,36.21086556169429,0.4294373905089686,73.06547619047619
gfs_wind_rmse_30d,33.26810926949049,0.4294373905089686,0.0
gfs_wind_rmse_90d,31.794812768569674,0.28370773452397563,0.0
gfs_wind_bias_7d,36.21086556169429,0.4294373905089686,73.06547619047619
gfs_wind_bias_30d,33.26810926949049,0.4294373905089686,0.0
gfs_wind_bias_90d,31.794812768569674,0.28370773452397563,0.0
gfs_wind_n_7d,0.0,0.0,0.0
gfs_wind_n_30d,0.0,0.0,0.0
gfs_wind_n_90d,0.0,0.0,0.0
gfs_temperature_mae_7d,6.077348066298343,0.14572965598499296,73.06547619047619
gfs_temperature_mae_30d,1.7073357888275016,0.14572965598499296,0.0
gfs_temperature_mae_90d,0.23403928790669123,0.0,0.0
gfs_temperature_rmse_7d,6.077348066298343,0.14572965598499296,73.06547619047619
gfs_temperature_rmse_30d,1.7073357888275016,0.14572965598499296,0.0
gfs_temperature_rmse_90d,0.23403928790669123,0.0,0.0
gfs_temperature_bias_7d,6.077348066298343,0.14572965598499296,73.06547619047619
gfs_temperature_bias_30d,1.7073357888275016,0.14572965598499296,0.0
gfs_temperature_bias_90d,0.23403928790669123,0.0,0.0
gfs_temperature_n_7d,0.0,0.0,0.0
gfs_temperature_n_30d,0.0,0.0,0.0
gfs_temperature_n_90d,0.0,0.0,0.0
icon_wind_speed_10m,29.024708410067525,0.0,0.0
icon_wind_speed_10m_valid,0.0,0.0,0.0
icon_wind_speed_100m,31.602977286678946,0.01705347038122258,0.0
icon_wind_speed_100m_valid,0.0,0.0,0.0
icon_wind_direction_10m,29.024708410067525,0.0,0.0
icon_wind_direction_10m_valid,0.0,0.0,0.0
icon_wind_direction_100m,31.602977286678946,0.01705347038122258,0.0
icon_wind_direction_100m_valid,0.0,0.0,0.0
icon_temperature_2m,29.024708410067525,0.0,0.0
icon_temperature_2m_valid,0.0,0.0,0.0
icon_surface_pressure,29.024708410067525,0.0,0.0
icon_surface_pressure_valid,0.0,0.0,0.0
icon_relative_humidity_2m,29.024708410067525,0.0,0.0
icon_relative_humidity_2m_valid,0.0,0.0,0.0
icon_wind_gusts_10m,29.024708410067525,0.0,0.0
icon_wind_gusts_10m_valid,0.0,0.0,0.0
icon_available,0.0,0.0,0.0
icon_quality_ok,0.0,0.0,0.0
icon_missing_values_count,0.0,0.0,0.0
icon_impossible_values_count,0.0,0.0,0.0
icon_partial_coverage,0.0,0.0,0.0
icon_api_error,0.0,0.0,0.0
icon_missing_target_hour,0.0,0.0,0.0
icon_weight,0.0,0.0,0.0
icon_temperature_weight,0.0,0.0,0.0
icon_wind_mae_7d,36.21086556169429,0.4294373905089686,73.06547619047619
icon_wind_mae_30d,33.26810926949049,0.4294373905089686,0.0
icon_wind_mae_90d,31.794812768569674,0.28370773452397563,0.0
icon_wind_rmse_7d,36.21086556169429,0.4294373905089686,73.06547619047619
icon_wind_rmse_30d,33.26810926949049,0.4294373905089686,0.0
icon_wind_rmse_90d,31.794812768569674,0.28370773452397563,0.0
icon_wind_bias_7d,36.21086556169429,0.4294373905089686,73.06547619047619
icon_wind_bias_30d,33.26810926949049,0.4294373905089686,0.0
icon_wind_bias_90d,31.794812768569674,0.28370773452397563,0.0
icon_wind_n_7d,0.0,0.0,0.0
icon_wind_n_30d,0.0,0.0,0.0
icon_wind_n_90d,0.0,0.0,0.0
icon_temperature_mae_7d,33.60957642725598,0.14572965598499296,73.06547619047619
icon_temperature_mae_30d,30.66682013505218,0.14572965598499296,0.0
icon_temperature_mae_90d,29.193523634131367,0.0,0.0
icon_temperature_rmse_7d,33.60957642725598,0.14572965598499296,73.06547619047619
icon_temperature_rmse_30d,30.66682013505218,0.14572965598499296,0.0
icon_temperature_rmse_90d,29.193523634131367,0.0,0.0
icon_temperature_bias_7d,33.60957642725598,0.14572965598499296,73.06547619047619
icon_temperature_bias_30d,30.66682013505218,0.14572965598499296,0.0
icon_temperature_bias_90d,29.193523634131367,0.0,0.0
icon_temperature_n_7d,0.0,0.0,0.0
icon_temperature_n_30d,0.0,0.0,0.0
icon_temperature_n_90d,0.0,0.0,0.0
wind_speed_10m_mean,29.024708410067525,0.0,0.0
ensemble_wind_speed_10m,29.024708410067525,0.0,0.0
wind_speed_100m_mean,31.579957028852057,0.0,0.0
ensemble_wind_speed_100m,31.579957028852057,0.0,0.0
wind_direction_10m_mean,29.024708410067525,0.0,0.0
ensemble_wind_direction_10m,29.024708410067525,0.0,0.0
wind_direction_100m_mean,31.579957028852057,0.0,0.0
ensemble_wind_direction_100m,31.579957028852057,0.0,0.0
temperature_2m_mean,1.9337016574585635,0.0,0.0
ensemble_temperature_2m,1.9337016574585635,0.0,0.0
surface_pressure_mean,29.024708410067525,0.0,0.0
ensemble_surface_pressure,29.024708410067525,0.0,0.0
relative_humidity_2m_mean,29.024708410067525,0.0,0.0
ensemble_relative_humidity_2m,29.024708410067525,0.0,0.0
wind_gusts_10m_mean,29.024708410067525,0.0,0.0
ensemble_wind_gusts_10m,29.024708410067525,0.0,0.0
wind_speed_models_std,31.579957028852057,0.0,0.0
wind_speed_models_range,31.579957028852057,0.0,0.0
wind_direction_10m_circular_dispersion,29.024708410067525,0.0,0.0
ensemble_wind_direction_10m_circular_dispersion,29.024708410067525,0.0,0.0
wind_direction_100m_circular_dispersion,31.579957028852057,0.0,0.0
ensemble_wind_direction_100m_circular_dispersion,31.579957028852057,0.0,0.0
temperature_models_std,1.9337016574585635,0.0,0.0
temperature_models_range,1.9337016574585635,0.0,0.0
ecmwf_wind_direction_10m_sin,30.451964395334564,0.0,0.0
ecmwf_wind_direction_10m_cos,30.451964395334564,0.0,0.0
ecmwf_wind_direction_100m_sin,33.37553713934929,2.8386276607289584,0.0
ecmwf_wind_direction_100m_cos,33.37553713934929,2.8386276607289584,0.0
gfs_wind_direction_10m_sin,29.024708410067525,0.0,0.0
gfs_wind_direction_10m_cos,29.024708410067525,0.0,0.0
gfs_wind_direction_100m_sin,31.579957028852057,0.0,0.0
gfs_wind_direction_100m_cos,31.579957028852057,0.0,0.0
icon_wind_direction_10m_sin,29.024708410067525,0.0,0.0
icon_wind_direction_10m_cos,29.024708410067525,0.0,0.0
icon_wind_direction_100m_sin,31.602977286678946,0.01705347038122258,0.0
icon_wind_direction_100m_cos,31.602977286678946,0.01705347038122258,0.0
ensemble_wind_direction_10m_sin,29.024708410067525,0.0,0.0
ensemble_wind_direction_10m_cos,29.024708410067525,0.0,0.0
ensemble_wind_direction_100m_sin,31.579957028852057,0.0,0.0
ensemble_wind_direction_100m_cos,31.579957028852057,0.0,0.0
