scope,turbine_id,horizon_bucket,model,n,coverage_pct,wind_mae,wind_rmse,wind_bias,temperature_mae,temperature_bias
available_rows,turbine_2,D2,Weighted Ensemble,16764,67.63768408311479,2.0370970956841705,2.619823494337796,0.24077342444366945,2.5842150301103963,-2.0838149629104614
common_rows,all,D1,ECMWF,31360,100.0,2.1615235969387756,2.8031090099259033,0.583452593537415,3.383502710459184,-3.105889508928571
common_rows,all,D1,GFS,31360,100.0,2.6009634353741498,3.3523085315626875,0.9762928358843537,2.49508806335034,-1.8890591517857145
common_rows,all,D1,ICON,31360,100.0,2.213104166666666,2.8429647176444126,-0.46793994472789113,2.958142059948979,-2.7281726721938773
common_rows,all,D1,Simple Ensemble,31360,100.0,1.8799605654761906,2.420817781059905,0.36393516156462585,2.828309045493197,-2.5743737776360542
common_rows,all,D1,Weighted Ensemble,31360,100.0,1.8660250991217033,2.4010446875921443,0.33273978760623557,2.743816172619951,-2.4685642918635957
common_rows,all,D2,ECMWF,31312,100.0,2.3678192599216485,3.0598139869434133,0.5866487821495486,3.419636348151933,-3.0652191917901552
common_rows,all,D2,GFS,31312,100.0,2.7540716019417477,3.5455308727183614,0.9183912451030488,2.4796937276443534,-1.7569220533128938
common_rows,all,D2,ICON,31312,100.0,2.3772078862204054,3.0676732886575544,-0.4983227942428888,2.9640548884346787,-2.649321133537728
common_rows,all,D2,Simple Ensemble,31312,100.0,2.04105124765798,2.6243432919650447,0.3355724110032362,2.822792965423267,-2.4904874595469257
common_rows,all,D2,Weighted Ensemble,31312,100.0,2.0297423634632525,2.6086446747949528,0.3086777442633913,2.7362444753763144,-2.3801734878225753
common_rows,turbine_1,D1,ECMWF,15032,100.0,2.145514236295902,2.784937404791077,0.6420777896043995,3.4262327035657267,-3.1568631364200814
common_rows,turbine_1,D1,GFS,15032,100.0,2.5999310360120633,3.345445685507181,1.038255277629945,2.497634379989356,-1.9047742593578143
common_rows,turbine_1,D1,ICON,15032,100.0,2.1954403938265035,2.8149168893814833,-0.4268252173141742,3.0059222547454323,-2.794935249246053
common_rows,turbine_1,D1,Simple Ensemble,15032,100.0,1.8638783927621074,2.399036723841199,0.4178359499733901,2.8609867837502216,-2.618857548341316
common_rows,turbine_1,D1,Weighted Ensemble,15032,100.0,1.8487388435717618,2.3774928778269717,0.3841508263137366,2.7726797952241844,-2.5093816218847698
common_rows,turbine_1,D2,ECMWF,15008,100.0,2.3547415822672355,3.0451911045387394,0.6496873889481165,3.469223858386638,-3.1276917866027008
common_rows,turbine_1,D2,GFS,15008,100.0,2.7550871757285003,3.5407947479384134,0.9836013015280739,2.48617415156361,-1.7775185456645346
common_rows,turbine_1,D2,ICON,15008,100.0,2.3603636949182656,3.045231407558695,-0.4576520300284293,3.016515080845771,-2.722734430525941
common_rows,turbine_1,D2,Simple Ensemble,15008,100.0,2.028063144100924,2.6066369338819113,0.39187888681592037,2.861121735074627,-2.5426482542643924
common_rows,turbine_1,D2,Weighted Ensemble,15008,100.0,2.0157760078036056,2.589593304944337,0.362384575674714,2.770619355224608,-2.428118749183448
common_rows,turbine_2,D1,ECMWF,16328,100.0,2.1762622488975993,2.819734752621278,0.5294806467417933,3.3441643189612935,-3.0589618038543196
common_rows,turbine_2,D1,GFS,16328,100.0,2.6019138902498775,3.3586142561291075,0.9192485301322882,2.492743855136371,-1.8745913971909194
common_rows,turbine_2,D1,ICON,16328,100.0,2.2293659154009475,2.8685438634098444,-0.5057912787849094,2.9141543156949203,-2.6667092315858243
common_rows,turbine_2,D1,Simple Ensemble,16328,100.0,1.8947662502041482,2.440698173105484,0.31431263269639065,2.7982250326637272,-2.533420810877021
common_rows,turbine_2,D1,Weighted Ensemble,16328,100.0,1.8819392951914438,2.42252470031635,0.2854093898936465,2.717243538189106,-2.430986749918576
common_rows,turbine_2,D2,ECMWF,16304,100.0,2.3798573969578016,3.0732129995782316,0.528621095027805,3.373990534020282,-3.0077125245338565
common_rows,turbine_2,D2,GFS,16304,100.0,2.753136755806346,3.549884939074601,0.8583647162250572,2.473728430650965,-1.7379627698724236
common_rows,turbine_2,D2,ICON,16304,100.0,2.392713137880275,3.088187119654622,-0.5357606517827935,2.915764740758914,-2.5817434371933263
common_rows,turbine_2,D2,Simple Ensemble,16304,100.0,2.053006930814524,2.640537229346353,0.2837417198233562,2.7875109380111223,-2.4424729105332026
common_rows,turbine_2,D2,Weighted Ensemble,16304,100.0,2.0425985377603566,2.626059490292326,0.25924005254227184,2.7046020442696412,-2.3360393807013793
